153.416765 -46.386365 8.585550 -1.812400 493.189000 0.177827 0.185075 0.934000
153.412388 -46.707351 8.527678 -1.563941 493.241000 0.263980 0.245898 1.739000
153.427530 -46.272648 8.549800 -2.215934 496.137000 0.187916 0.187648 1.520000
153.450392 -46.335711 8.421618 -2.228223 492.354000 0.083800 0.083955 1.071000
153.516801 -46.695605 8.506586 -1.933817 492.538000 0.028515 0.027611 0.953000
153.670565 -46.037077 8.366065 -2.141462 482.195000 0.163252 0.181647 1.788000
153.701679 -46.295055 8.380633 -2.206862 490.885000 0.051174 0.050009 1.034000
153.725014 -46.832115 8.553738 -1.814798 496.801000 0.050778 0.052927 0.821000
153.844305 -46.618621 8.364609 -1.922604 492.492000 0.041035 0.040690 0.864000
153.847837 -46.217396 8.234141 -2.348217 493.060000 0.054284 0.052553 1.000000
153.879383 -46.263626 8.689843 -1.870614 496.472000 0.156223 0.148346 1.578000
153.900086 -46.497794 8.184071 -2.427956 494.200000 0.341236 0.340241 0.778000
153.900741 -46.418473 8.560479 -1.954120 491.786000 0.059528 0.055591 1.063000
153.903102 -46.215954 8.501675 -1.865653 492.851000 0.080716 0.080910 0.885000
153.922152 -46.463933 8.440522 -1.978159 491.897000 0.059632 0.059683 0.928000
153.962337 -46.354395 8.320978 -2.019402 491.385000 0.026874 0.025313 0.481000
153.978525 -46.391128 8.658112 -1.898269 494.078000 0.049237 0.048898 0.867000
153.993362 -45.650048 8.105894 -2.375370 490.567000 0.139315 0.137231 1.381000
154.000788 -46.186985 8.537664 -1.963223 488.608000 0.039309 0.036882 0.791000
154.031255 -46.254523 8.280554 -2.121625 491.248000 0.024277 0.022418 0.382000
154.044841 -46.336171 8.394764 -2.096821 488.822000 0.041849 0.041031 0.796000
154.055222 -46.319429 8.402721 -2.054617 491.864000 0.053066 0.049835 0.905000
154.058341 -46.331956 8.488939 -1.985457 493.580000 0.039981 0.037127 0.573000
154.058720 -46.447180 8.228322 -2.018064 493.677000 0.025508 0.024079 0.495000
154.060740 -46.149981 8.399478 -2.191556 493.820000 0.040943 0.038738 0.730000
154.074974 -45.917862 8.379334 -2.092459 492.190000 0.065266 0.067173 1.116000
154.083540 -46.544952 8.412558 -1.894283 492.778000 0.067284 0.066869 1.120000
154.088167 -46.231395 8.419044 -2.036775 495.388000 0.042489 0.040527 0.431000
154.089610 -46.423762 8.022601 -1.952596 496.490000 0.142162 0.136094 1.769000
154.090619 -46.841028 8.298070 -1.796703 491.812000 0.038842 0.039129 0.877000
154.106046 -45.979813 8.150763 -2.033848 496.811000 0.028427 0.029888 0.651000
154.106522 -46.112605 8.288883 -1.926228 495.352000 0.119439 0.115768 1.568000
154.117275 -46.454553 8.232626 -1.822945 490.223000 0.119223 0.113484 1.433000
154.119177 -46.490999 8.329248 -2.173119 498.329000 0.145239 0.147320 1.827000
154.121893 -46.338718 8.455170 -2.119830 492.540000 0.038874 0.036153 0.672000
154.132644 -46.543308 8.285166 -1.930942 488.362000 0.117702 0.110832 1.120000
154.148333 -46.438002 8.471395 -1.969488 492.050000 0.033641 0.035729 0.707000
154.150559 -46.462877 8.365933 -2.127519 499.060000 0.047868 0.046488 0.566000
154.156132 -46.405462 8.366002 -2.063421 494.400000 0.031133 0.030614 0.474000
154.156458 -46.384951 8.233275 -2.036926 492.025000 0.129250 0.120062 1.436000
154.163841 -46.363282 8.306720 -2.148508 493.223000 0.054481 0.049893 0.792000
154.168869 -46.539033 8.425484 -1.908800 493.433000 0.045641 0.044059 0.417000
154.178052 -46.629632 8.569579 -1.990518 496.124000 0.051820 0.052661 0.836000
154.179668 -46.325673 8.306629 -1.908315 499.000000 0.035485 0.033058 0.488000
154.183243 -46.495009 8.463668 -1.925363 490.649000 0.031108 0.032063 0.935000
